,title,author,data,heat,name
4924,推书，穿越魏晋高富（帅？）的《汉祚高门》,梦蒹葭,2017-03-03,12,汉祚高门
4925,推个东晋历史幼苗《汉祚高门》,屠龙术,2017-03-02,55,"汉祚高门,宰执天下"
4926,各位老哥帮帮忙~,新司机想上车,2017-03-03,3,"电影教师,文艺时代"
4927,求助：找一本很老的后宫向的重生文,老烟头,2017-03-03,4,改写人生
4928,求有关省港旗兵的小说,just2068769,2017-03-03,8,"降临诸天世界,血流,邪气凛然"
4929,主角重生后卖鸡蛋灌饼的都市文叫什么,九万里风鹏正举,2017-03-04,7,"我的1985,重生之小玩家"
4930,非书荒至极不建议阅读的《永恒之雾》,邪恶的长枪,2017-02-28,37,重生卖车
4931,比较一下天朝之梦和1852铁血中华,天唐帝国,2017-03-03,48,
4932,谁记得蝙蝠绘太监过一本武侠小说叫什么？,PAit,2017-03-03,5,"我的百鬼夜行哪有这么萌,全副职武神"
4933,谁知道《造车》的作者是啥情况？,xiangea,2017-03-02,9,造车
4934,《放开那个女巫》主角屁股也太歪了，怎么也是二哥啊,人生长恨水,2017-03-03,45,加勒比海盗
4935,居然有人想着用安全套来赚第一桶金……,DuesExMachina,2017-03-02,37,"民国动漫大师,重生美国1929,民国投机者"
4936,近期看官道有感。,wgysg2,2017-03-03,13,
4937,已解决谢谢大家 找书，是一部重生或者说是穿越文,萌萌的黑喵,2017-03-03,4,刺激1995
4938,人间真神-有看过的吗,你妹的父嫁,2017-02-21,6,暴君
4939,看够了权谋、宫斗，求几本主角武艺高超、英勇善战的小说,黄豆c,2017-03-03,9,"骑射,家园,金庸世界里的道士,终极武力,龙蛇演义,虎吼"
4940,最近爱上了甜甜甜宠宠宠的言语，求推荐现言甜宠文！,凤姑娘,2017-03-03,17,"红龙,猴传奇,凶鸟猎食图谱,你微笑时很美"
4941,找一本书，书名忘了，只记得剧情。,成住坏空,2017-02-27,8,
4942,求本N年前小说书名，骇客类,琉洛,2017-03-03,5,
4943,《反正我是超能力者》有没有外语翻译版？,御坂·美琴,2017-02-26,11,
4944,求小说主角名字普通不中二的！我现在要求越来越低了,最爱弑,2017-02-28,44,"小明修仙记,宰执天下"
4945,求一本小说,龙子歌,2017-03-03,2,
4946,推荐一个女作者,电线杆上的牛,2017-03-03,18,"咸鱼翻身的正确姿势,重生之抠脚大汉变男神,重生之心动"
4947,那个谁谁推的《在绪天当邪神》，读评这本毒草,浩瀚无边,2017-03-03,11,邪神养成
4948,有没有重生写青春文学的抄书流小说,疯狂咬人兔,2017-03-03,8,"我在东瀛画工口本子,重生女学霸"
4949,忘记书名了  求助,霸气榴莲,2017-03-03,2,
4950,同样是吃脑核流的不同感受，另找复仇流小说,ryogazt,2017-03-03,4,
4951,寄宿 这个合理么,mushsaya,2017-03-01,37,寄宿
4952,感觉大家都很不喜欢武道宗师啊，为什么？,乐乐5840155,2017-03-01,99,超级附身
4953,求无限流加异兽流的书？,yumijs,2017-03-03,4,"无限之异兽进化,无限之我们是妖怪,凶鸟猎食图谱"
4954,篡清里面那个李璇，每次看到就一阵别扭。,戮SIR,2017-02-18,42,
4955,有什么优秀的复仇类小说推荐？,lkjuiop123,2017-02-28,29,"复仇,笑傲江湖,黑暗王者,谋杀官员,圣徒,天涯明月刀,伍子胥列传,白玉老虎,魔域英雄传说,死人经,V字仇杀队,基督山伯爵,守法公民"
4956,求关于生化危机7的小说,十年听雪楼,2017-03-03,6,
4957,深夜求粮！闹饥荒！！要挂了！！！来车爽文救命！！！,孫小癫,2017-03-02,11,"符镇穹苍,顾道长生,最强弃少,青叶灵异事务所,秋叶原拓荒史,主神崛起,游戏四万年,史上最强师兄 ,武林半侠,燃钢之魂,真武惊龙,没事玩修炼,都市风水师,超脑念力,一刀劈开生死路,最强特种兵,传承铸造师 ,天道图书馆 ,万能空间,刀镇星河,春秋我为王,翡翠王,三国之召唤猛将,带着萌宠去修真,都市神话,黄金瞳,高山牧场"
4958,求穿黑客帝国的网文，无限流或者随便什么类型都行,blinker,2017-03-02,21,"无限世界旅行者,大反派也有春天,狂暴连击"
4959,财富是什么？我不知道，但至少不是纸币或贵金属,ryogazt,2017-03-02,31,超级黑科技
4960,神之狂想曲那么人渣的主角也是受害者啊,falco,2017-03-02,4,
4961,推一下府天的《公子千秋》,羽少の刀,2017-03-03,4,
4962,近两年有什么好看的轻小说吗？,木下听雨,2017-03-03,12,"谦虚踏实的生活下去,樱花庄,冰菓,春物,魔禁,异世界料理道,黄昏色的咏使,你的名字,俺妹,狼与香辛料,文学少女,奈亚子,这本轻小说真厉害！,9S遗产尖兵,加速世界,爱书的下克上,学生会的一存"
4963,跪求一本时空穿梭的综漫,zmlmf,2017-03-03,6,"次元大乱斗,无限动漫录"
4964,有无百家争鸣时代宣传共产主义思想的穿越小说,张乐用户名,2017-03-03,27,"礼记·礼运,大蒸之世,真气时代,黑山老妖,儒道之霸主天下"
4965,有没有主角是变态的轻小说 ，不是H小说,这只猫,2017-03-01,17,"安卓之心,犬神！"
4966,上次那个穿越到中华文化几乎泯灭的异世搞娱乐文的书叫啥来着？ ...,DuesExMachina,2017-03-03,7,重生之华夏文圣
4967,欢乐书客已经成为月莫虫合养殖场了吗……,地球OL诶,2017-01-22,106,"地精科技震撼人心,新手村村长,无限异闻录,枕营业时代的声优生存法则,那年那些穿越者,魔狱,限制级末日症候,院长驾到,女侠不可欺,迷失在白垩纪,放开那个精灵,武侠之恒山,祸具召唤师,武林藏书人,比企谷弑神物语,我在东瀛画工口本子,无限世界的套路基本法,超级怀表,RE：从零开始的黄毛君,反正我是超能力者,欺诈师,真气时代,王国的建立,邪恶组织注意事项,猴传奇,本子柳东瀛游,论吃软饭的重要性,这个圣骑士问题很大,我的百鬼夜行哪有这么萌,RE:你的名字,红龙,火影之传说"
4968,岳灵珊已抵达澳大利亚，是时候存一波罐头了。,见冰夏虫,2017-03-02,13,"悉尼先驱晨报,[快穿]其实我有一颗反派的心"
4969,求主神流的小说,梦·魇,2017-02-16,31,"主神大道,我的主神游戏,主神崛起,全球暗黑,梦境乐园的爱丽丝,非常规主神日记,位面小蝴蝶,井口战役"
4970,书荒啊，求剧情不怎么俗套，主角一心追求武,光辉无量,2017-03-02,6,"拳镇山河,武敌天下,最初的寻道者,高手寂寞,大道争锋"
4971,【悬赏】有没有什么充满戾气，非常黑暗，丧心病狂的小说,重口味狗头军师,2017-03-02,64,"超级掌门,武帝重生,穿越诸天做邪神,魔道巨擘系统,最终之白重下邪说,女文工团员,尸体请别说话,异神献祭,无限进化,秦歌一曲,迷天,林中之马的魔王"
4972,脑补黄蓉,大圣欢喜天,2017-03-02,23,神雕侠侣
4973,3月份到了，又一个新的月份开始了，又有哪些大神要发新书,哥的传说,2017-03-01,40,"征战五千年,篮球之白银帝国,零秒绝杀,篮球之上帝之鞭,篮球之黄金时代,异界之书"
4974,"魔兽AKF了,求点后宫文来看看",五更瑠璃,2017-02-28,40,跑男之明星学院
4975,有没有广场舞大妈变身种马男神不中天下的书？,三俗皇帝,2016-09-25,22,这个电影我穿过
4976,塔读的重生日本玩动漫和团长养成计划一样，这是重新发表了吗？ ...,jishuais,2017-03-02,18,团子作死记
4977,求推好看的宅系后宫文,神之怒舞,2017-03-03,10,"黎爷的轨迹,银河霸主饲养手记,根源之下"
4978,求一本小说名字，猪脚外星人寄生。 （已找到）,耶耶稣,2017-03-02,11,天外寄生
4979,有主角用天山折梅手+独孤九剑的小说么,iredmoon,2017-03-01,44,神级反派
4980,求书名，记得有一本书写2012末日的。,w793976089,2017-03-03,0,
4981,求书，想看主角起义或者是革命军的小说,乐乐5840155,2017-03-01,15,赤色黎明
4982,推本最近看到比较合口味的《无限世界旅行者》,绯贞妄语者,2017-02-18,60,"无限世界旅行者,笑傲江湖,神雕侠侣,无限之幸运术的升级,倚天屠龙记"
4983,求好看的官场文,雨神日尼玛,2017-01-02,21,"官道无疆,官道之色戒,重生之衙内,官妖,布衣官道,官策,官僚,韩警官,官仙,官神,官运"
4984,有没有主角以德服人的仙侠玄幻,神之怒舞,2017-02-18,54,"死神逃学日记,升邪,邪恶组织注意事项,佛本是道,龙符,赤仙录,从前有座灵剑山,道果,许仙志"
4985,关于好莱坞之路,土豆0702,2017-03-03,7,
4986,小说里超能力我见多了，原本以为没有什么能让我惊奇了。,三俗皇帝,2017-02-18,71,"英雄无泪,极限诱惑,将进酒,娱乐之换身系统,天生我才必有用,极品太子爷,官仙,李姐的混蛋超能力世界"
4987,千里之外，取汝项上人头,疯一样自由,2017-02-27,34,"王国风云,黑山老妖,龙符"
4988,推两本最近看的书,九万里风鹏正举,2017-03-02,4,"超武群侠传,大音乐家,山洼小富农,穿越海贼变成猫,大画家,高山牧场"
4989,《寒门贵子》这书是怎么入v的,claus_v,2017-03-02,7,"异世装逼撩妹顺便复个仇,重生之平行线"
4990,求都市重生文，写的精彩的。,无名铭刻,2017-03-02,5,"文娱救世主,重生完美时代,无耻家族"
4991,1年多没看新书了，求推机甲文,暗黑狂魔,2017-03-01,9,
4992,某书看了几章就被封了，求推荐晋江,harenet,2017-02-27,12,"女魔头总是在找死,这苏爽的网红人生,这个电影我穿过,综武侠故国神游,其实我有一颗反派的心"
4993,YY异界、玄幻、修真（+种马）的小说,帅气小流星,2017-02-15,7,"风月大陆,异界风流大法师,异界之三宫六院,异界逍遥魅影,异界之魔武流氓"
4994,求一本带地下城系统的书,绿衣亨利,2017-03-01,23,"地下城魔王养成日志,网游之地下城主,地下城生长日志,幽暗主宰"
4995,女权者和老司机勿喷：这本书终于让萌新学会了如何判断处子与否的技能 ... ... ...,己未癸酉,2017-03-01,105,
4996,奥公公开新书了,石头亲王,2017-02-23,51,"盛唐风华,宋时归"
4997,有关医疗外星科技如何合理赚钱,mushsaya,2017-03-02,25,超级黑科技
4998,虽然是脑洞但是按小说（火影同人火影之最强白眼）？？？,黎濛大神,2017-03-02,14,黑山老妖
4999,求一本以前在lk看到的实体书名 类似军民两用百科全书,zhao511117,2017-02-28,3,"十万个为什么,军地两用人才之友"
5000,永恒之雾 我的粮草！,风中吻你,2017-03-02,21,永恒之雾
5001,话说有穿黑兽的无限流吗？,月明归去来,2017-03-02,22,
5002,跪求萝莉控的书，不要平板和幼女,城市套路深,2017-02-26,58,"朱颜血,时空旅者的王座,最终之白重下邪说,萝莉今晚留下来,萝莉公寓,人不要脸则无敌,都市之虐杀原形"
5003,求安妮斯顿戏份比较多的美娱,墨手成龟,2017-03-01,24,"影帝,重生之大涅磐,重生之美国大编剧,我就是好莱坞"
5004,求书，最近看了本老书不小心打开了新世界……,非胖症,2017-03-02,2,和嫂子同居的日子
5005,找本国术小说,clarkluo,2017-03-01,6,高术通神
5006,有不有男主是抖S贱贱的那种,光辉无量,2017-03-01,4,
5007,戏说乾隆算不算主神流亲自下场跟轮回者装逼瞎混的形式？,夜风天浪,2017-03-01,9,
5008,我为什么弃《重生之神级学霸》,wpsxiaowang1,2017-03-01,63,
5009,萌新又来了，求推刘涛的书。,时间概念,2017-02-25,43,"娱乐华章,少妇白洁,跑男之明星学院,入侵娱乐圈的骗子,好莱坞之王,重生之大企业家,盛世巨星"
5010,有穿越成刘谌的历史架空小说吗？,风宿立中霄,2017-02-28,31,妄想西游记
5011,求有趣的历史小说,JOJO大教好,2017-03-02,11,"清客,大明升职记,大明春,大蒸之世,唐砖,大宋时代周刊,上品寒士,紫阳,北朝风云,雅骚"
5012,仙武道纪这主角怎么看得这么别扭,血色or黄昏,2017-02-14,32,
5013,找本小说，求大能进,woyaochengwei,2017-03-01,4,重启辉煌人生
5014,求女主是刘诗诗的小说,数着落叶的yxx,2017-03-01,9,"吴奇隆传奇,大明星系统"
5015,求书！顺便推两本本人比较喜欢的书！,天丶雨,2017-02-26,22,"超级金钱帝国,自旧世界,我姐姐叫妲己,韩娱之策划者,娶个姐姐当老婆"
5016,养了六年的赘婿这几天看了,南山中人,2017-02-27,46,"异化,从零开始"
5017,有没有类似人道天堂的小说,hygsw321,2017-03-02,7,人道修仙
5018,求主角解决各个动漫世界的悲剧结尾的小说，,罗生门户,2017-02-26,24,"大剑之霜兰之境,我的老婆亚瑟王,当上帝的那些事儿"
5019,找一本张作霖为主角的小说,东方尚问,2017-02-23,16,
5020,求推荐一些起点之外的粮草,xiangea,2017-03-01,5,"暗影圣贤,神座崛起"
5021,<末世神箭手>屌丝的心态 屌丝的想法,霸气榴莲,2017-02-27,25,"末世箭神,黑夜将至,末世神箭手,末世神弓手"
5022,大量推书，粮草仙草干草全都有,活·死人,2017-03-01,24,"当废宅得到系统,黑科技垄断公司,崛起之第三帝国,巫界术士,井口战役,大明1630,从零开始竞选总统,1852铁血中华,变身B站萝莉,主神崛起,1855美国大亨,香火成神道,武林半侠传,好莱坞之路,我的苏联,深渊主宰,刺激1995,我要做皇帝,没时间了快上车,无限之异兽进化,美国奴隶主,赤色黎明,异世龙蛇,大时代1958,深海之龙,一切从棋魂开始,春秋我为王,太受欢迎了怎么办,大穿越时代,主神大道,赤旗天下"
5023,这么孝顺的主角我都不知道该说什么好了,yinni112,2017-02-22,115,妻孝
5024,发现一个末日小说的BUG,霸气榴莲,2017-02-27,63,"隔绝,混乱"
5025,这一口屎愣是吞下去了,除此之外,2017-02-27,64,"英雄联盟：上帝之手,坑神崛起,电竞天王,英雄联盟之观战系统,传奇正盛"
5026,想看看武侠类型的小说，各位有什么好的推荐的么,Czechoslovakia,2016-12-07,2,"武道皇图,公子玄传奇"
5027,求男女主是逗B的小说,神之怒舞,2017-02-28,8,"希灵帝国,异常,沉寂之旅"
5028,有没走科技路线的书？,caiyuankun,2017-03-01,6,
5029,还有没有类似众星之主的小说？,红色的黄瓜,2017-03-01,5,"黑铁之堡,武林半侠传"
5030,看来萌新三月份不会书荒了,己未癸酉,2017-02-28,41,春秋我为王
5031,推本书吧，就是昨天那位面试攒人品推的书,白丁314,2017-02-28,14,最强神将系统
5032,求一本穿越到我的世界和生化危机的小说,ayangchenyun,2017-02-28,3,这是个角色扮演游戏
5033,先飞我算是服了，萝莉控什么的，果然都是变态。,Sandypournd,2017-02-23,57,"辐射的秘密,反正我是超能力者"
5034,电影世界冒险王 我能吐槽吗？,神仙V刺客,2017-02-28,5,
5035,关于红楼的书求一本,hushoudou,2017-02-28,2,
5036,说说《恐怖广播》吧，作者是个美分？,海天一号,2017-02-28,29,
5037,有没穿2战中国横扫全球的历史小说？,银色之光,2017-02-20,137,"1852铁血中华,美利坚大帝,远东狂人,东海龙啸,世纪帝国,赤色黎明,二战指挥官,大逆转1906,陕西坑,调教太平洋,小市民的奋斗,铁血帝国"
5038,问问记性好的主，求一本大概12之前的穿越文,maybeboy,2017-02-16,6,诡刺
5039,天堂放逐者开了新坑，基佬文，《喵斯拉》,kill8610,2017-01-24,5,"这锅我不背,喵斯拉,弥天大雾,求退人间界,海怪联盟,就是不想死,[魔戒+HP]穿成戒指怎么破,HP失踪的城堡,重生算什么,穿成霍格沃兹的画像"
5040,求救，找本都市重生类的书（地点魔都）,六月de雨,2017-02-28,3,
5041,有没有原创副本的武侠无限流,重口味狗头军师,2017-02-28,20,"没时间了快上车,一世之尊,惊悚乐园,横炼宗师"
5042,求人生刚恨水长东，紫阳，都市之虐杀原形一类的书,糖糖的肉骨头,2017-02-27,27,"末日之黑暗召唤师,我的26岁女房客,<span style=""background-color: initial;"">呜啼无尽变身狂想曲</span><span style=""background-color: initial;"">,大时代1902,最终之白重下邪说,天国王朝,兔子尾巴,阴神,帅倒众生的那一世,荣耀祭祀,好莱坞的东方巨星,湮变,重生之华夏文圣,绝世人妖养成系统,大宋纺织工,绿欠抽系列,重铸未来,超级大文豪,意恋征服,朱颜血,妩媚,末世之黑暗召唤师,无限女装山脉,星汉帝国,重生之我变成了蛆,龙鹰,庐山恋II之缘系庐山,被上苍诅咒的天才,法师路"
5043,最近迷上了西幻，各位大大帮介绍几本可否？,此时此刻,2015-07-30,81,"阴魂,蠕虫之秘密,远东王庭,时光之轮,暴风雨中的蝴蝶,人生宛若梦幻,水神克塔亚特,神秘物语,法师故事,哈利波特,伊波恩之书,大魔王,黄衣之王,王国血脉,埃尔特顿陶片,塞拉伊诺断章,格·哈伦断章,进击的大电影,萨拉弗的龙翼挽歌,红袍法师,纳斯编年史,伊欧德之书,剑与魔法与出租车,疯狂修道士克利塔努斯的忏悔,死灵之书,灵吸怪备忘录,尸食教典仪,二十面骰子,重生成神灵,德基安之书"
5044,投鞭断流小白狼的新书还真是不错，一口气看完了,人肉开罐机,2016-08-04,56,天国降临
5045,战锤40k其实也可以成为一个爽文。。。,xghxn,2017-02-28,17,
5046,有人推荐了《慧眼问道》，文笔还可以，剧情也凑合。。。,qjfxiangtengren,2017-02-28,1,
5047,能不能不要每个红楼书帖都发五毛林黛玉,醉酒的鱼与仙,2017-02-27,22,"红楼炮灰攻略,红楼梦,红楼八卦周刊,<font color=""#000""><font face=""Tahoma, Verdana, sans-serif ""><font style=""font-size: 12px"">后宫·大观园记,后宫·大观园记"
5048,10年老书虫推荐一本日娱粮草+,遥远的绝响,2017-01-23,93,"一统日娱,秋叶原拓荒史,乃木坂之诗,当废宅得到系统"
5049,谁知道西风紧新书在哪发的？,难寻一好书,2016-09-08,5,
5050,求推荐舰娘文,lovesyuna,2017-02-05,25,"深海亮舰,就算是战舰也要当主角,舰娘之火力提督,赞美太阳的舰娘,别碰我的舰娘,寻找走丢的舰娘,北美版战舰少女-血与水之歌"
5051,找书找书。,紫屏,2017-02-28,2,"修真门派掌门路,紫阳,幽冥仙途"
5052,万能的龙空啊，找有篇小丑为主角的柯南同人的番外的文。,CJ的黄泉,2017-02-28,3,
5053,我终于知道什么是无限流啦,随波不逐流,2013-03-13,61,",无尽武装,我的主神游戏,冰之无限,大冒险,王牌进化,我的无限翅膀,致命武力,无限杀路,致命武力之新世界,与婠婠同居的日子,魔幻轮回,无限恐怖"
5054,求一本小黄文,里昂肯尼迪,2017-02-28,5,
5055,有没有一路杀杀杀主角不怂的小说？,庄周晓梦,2017-02-23,52,"永生,恐怖广播,诸天十道,无限杀路,妄想世界大冒险,傲天传说,霸者的旅途,蛊真人,燃钢之魂,圣王,废土崛起,仗剑高歌,大圣传,一刀劈开生死路,龙蛇演义,君临,横行霸道,大穿越时代,穿越时空的蝴蝶,城管无敌,黄庭立道,霸皇纪,战神"
5056,《剑与魔法与出租车》的毒点,鹤冲霄,2017-02-27,25,"法师故事,地精传奇,二十面骰子,剑与魔法与出租车"
5057,求写诛仙的小说,书荒的约里克,2017-01-31,43,"调教诛仙,拖刀,诛仙,灵仙,无限之配角的逆袭"
5058,味嘟嘟无惨，清末冥初乃至建国或成禁忌,βios,2017-02-27,39,"1852铁血中华,铁血大民国,一个人的抗日2,赤色黎明,1908大军阀"
5059,天道图书馆，萌新快被毒死了,橙与城与城,2017-02-28,10,
5060,主角养生仓睡醒，被收养，力量体系是魔痕的,行至山穷,2017-02-28,2,
5061,《武侠世界大穿越》奇葩的穿越去了红楼位面,游有方,2017-02-21,64,"武侠世界大穿越,奋斗在红楼"
5062,1852结局果然,1999二号,2017-02-27,18,1852铁血中华
5063,有没有snh48的娱乐文？,德井妮可,2017-02-14,115,"游泳先生,全员加速中,快本,我爱喵星人,轩辕剑汉之云,热血长安,隐藏的歌手,魔天记,九州天空城,我是歌手踢馆赛"
5064,求北宋靖康之耻时期主角起兵怼金而且不听朝廷最后造反小说！ ...,T10烧,2017-02-24,30,"大宋帝国征服史,大宋武夫,宋阀,狙击南宋,进击的武大郎,宋时归,普天之下"
5065,最近看新闻11区的辐射感觉要坑啊，顺便求书,可可w666,2017-02-26,1,呆湾美食之辐射
5066,等待面试，推本仙草攒人品。,Sandypournd,2017-02-27,46,"王牌制片人,最强神将系统,东莞十五年"
5067,求书，《沙耶之歌》同人，就是主角用扭曲的视角看待世界,浩瀚无边,2017-02-19,36,"沙耶之歌,冒险都市,面具的肖像画,泽天记,疯巫妖的实验日志,贩罪,蛆蝇尸海剑,无限狂气"
5068,《少女前线》，谁有同人？,闪充,2017-02-24,31,"我的少女前线果然有问题,少女前线狂想曲,末日二次元"
5069,求几本力量体系是DND类的小说，带系统的最好。。,笑笑~！,2017-02-12,79,"暗夜游侠,阴魂,远东王庭,奥术神座,龙脉法师的幸福生活,女仆战争,神座崛起,异常魔兽见闻录<span style=""background-color: initial;"">,萨弗拉斯权杖,大奥术师,娶个姐姐做老婆,最后一个地球战神,深渊主宰,大航海时代的德鲁伊,琥珀之剑,博德大世界,王国血脉,沙漠圣贤,网游之神秘纹章,自然守望者,红袍法师,远东王座,贵族纹章,剑与魔法与出租车,恶魔书,娶个姐姐当老婆,魔装,末世法师,网游秩序之剑,选民传说,万法王座,红龙,幽暗主宰,猛兽记"
5070,推荐非纯情日常流变身小说《绿与蓝》并附最新阅读网址,dustx,2015-02-16,23,"世界那么大,变身宿舍,夜明珠,三千纪,我才不会被女孩子欺负呢,绿与蓝"
5071,果然是龙空大毒成绩大火，最近看了两本书,·12,2017-02-23,123,"邪恶组织注意事项,武道宗师,主神崛起,全民大穿越,反正我是超能力者,放开那个女巫,前世老婆找上门"
5072,硬核危机完结了，作者的后记挺有意思,逆风行X,2017-02-23,37,硬核危机
5073,求，有霍比特人或者魔戒的内容的小说,y13965311853,2017-02-23,13,
5074,起点高票历史小说真的是不能看，剧毒,浮士歌德,2017-02-24,18,"天唐锦绣,男人哭吧，哭吧，不是罪,老司机带带我,调教大宋,调教初唐,一世富贵"
5075,最近有什么好看的仙侠文,半两斤,2017-02-23,7,"众星之主,九流闲人,顾道长生,无间天魔,八零后修道记,修真聊天群,逆时空成圣,青城道长,大道争锋,重生西游之鼍龙怪,道辟九霄,剑叩天门,仙道云烟,青玄道主"
5076,求问，有没有穿越中世纪欧洲搞解放军流的网文？,kpaer,2017-02-23,14,解放军占领巴黎
5077,就烦那种扯时机未到，为了你好就所以不告诉你,everfrost,2017-02-22,40,"我的大宝剑,穿越之太乙仙隐,大圣传"
5078,起源树下的猎人，我想弃书了,落羽悲风,2017-02-22,39,"新手村村长,反正我是超能力者"
5079,谁知道泛东流开新书了吗？,琉洛,2017-02-23,4,
5080,求书主角重生在高武世界，可以穿梭武侠世界研究武功,express1974,2017-02-23,6,
5081,找本都市重生的小说,失馨的鱼,2017-02-24,9,重生之制霸人生
5082,求推荐异界悠闲日常的小说,转瞬iop,2017-02-21,6,"大恶魔,绑架全人类,生活在异界,异世大领主,异界生活助理神"
5083,推书，《东莞十五年》近期仙草。,Sandypournd,2017-02-22,30,东莞十五年
5084,求抗战文，来老司机推荐啊,橙与城与城,2017-02-24,6,
5085,话说我怎么觉得净街虎伏地魔这么弱渣呢？,三俗皇帝,2017-02-23,26,"哈利波特,哈利波特大"
5086,求二篇矽统文的名字,anhgwwe,2017-02-22,38,"少年的异想星球,寂静的世界"
5087,王国血脉写的真是太慢了,暖道长,2017-02-18,15,王国的建立
5088,有重生成无始（遮天大帝）老爸的遮天同人吗？,黎濛大神,2017-02-22,41,
5089,推《民国之文豪崛起》，大时代下的一介文抄公,佘月妖,2017-02-20,33,"射雕英雄传,爱情公寓,大国崛起,爱情公寓之兵王归来,民国之文豪崛起,超级娱乐之兵王归来"
5090,有没有tg向怼蜀山峨眉或者其他牛鬼蛇神的,此账号无人,2017-02-18,62,"幻想世界大穿越,进击的大内密探"
5091,有没有穿越布袋戏的,喊我大哥,2017-02-22,21,DC:REBIRTH
5092,吐槽下最近穿越宅文,发呆的鱼丸,2017-02-23,9,
5093,有没有哪部娱乐或者都市文写主角参加最强大脑的？龙币求推荐 ...,舞⒛,2017-02-22,8,"我当上帝那些事儿,文娱缔造者,歌王"
5094,求末世类小说，最好是无异能,钱老摸,2017-02-17,28,"生化末世的幸福生活,我是幸存者,末世图腾,狩魔手记,前夜,无尽尸路,末世危途,甲壳狂潮,迷失在白垩纪"
5095,最近有什么比较爽的文抄公文？？？,zhuxilk520,2017-02-23,5,
5096,求书旗可以看的小说,总是路过的路人,2017-02-23,3,第五名发家
5097,有没有使用HP世界观，但故事与原著无直接接轨的同人小说,来自西方的猪,2017-02-16,35,"剑与魔法与出租车,瑞德罗特,哈理波特与理性之道,黑巫师的崛起,神奇动物在哪里,哈利波特之超级法神,神奇的魁地奇球,[HP同人]永恒契约,德姆斯特朗的救世主男孩,度假在霍格沃茨,异乡,柔板小调,英伦休闲生活<span style=""background-color: initial;""></span><span style=""background-color: initial;"">"
5098,这又是哪本书里的奇葩剧情？,Ch_sii,2017-02-23,19,
5099,有没有主角神太监的小说？,ljy520fyw1314,2017-02-23,2,"厂公,东厂督公,大宦官之一手遮天"
5100,找本书，书里明朝占领了地球上除欧洲外的每一个大洲。,DuesExMachina,2017-02-23,15,"<span style=""color: rgb(0, 0, 0);"">帝国的觉醒</span><span style=""background-color: initial;"">,帝国的觉醒,辉煌之世"
5101,求科幻类型主角一步步从小兵爬上来,yelin88126,2016-11-08,38,"冒牌大英雄,星之战场,重装突击,小兵传奇,星船伞兵,井口战役"
5102,求无限流小说,似是故人来额,2016-07-10,21,"天国游戏,死亡名单,猩红王座,无限之配角的逆袭,无限的大冒险,这个QQ群绝逼有毒,我的时空穿梭手机,恐怖网文,我的主神妹妹,无限道者,无限之我们是妖怪,这不是我想要的无限,恐慌沸腾"
5103,求一书名,NOKLA6120,2017-02-23,0,
5104,求主角是高人形象的灵异文,一箭穿心,2017-02-23,11,"非正常人类异闻录,极度尸寒"
5105,我大概搞不懂现在的作者了，洗白卖 淫。,闪充,2017-02-17,231,"东京少女的恋爱准则,盛世紫荆,神的笔记本,新世纪的德鲁伊"
5106,看了重生绿袍推一下,可可w666,2017-02-22,4,
5107,几本重生俗人有点混乱呢,喊我大哥,2017-02-23,5,"重生2003,王老实的幸福生活"
5108,求推书，武侠类小说与国家机器进行对抗的。,重口味狗头军师,2017-02-21,44,"我爹是杨太师,射雕英雄传,刀剑笑,越女剑,没时间了快上车,三千美娇娘,天龙八部,锦衣笑傲行,大唐双龙传,武侠世界自由行,大唐双怂,碧血剑,黑山老妖"
5109,推书《女圣》,marathon12,2017-02-22,15,"女圣,末日乐园,儒道至圣"
5110,推荐本五胡十六国的干粮《大凉汉骑》,屠龙术,2017-02-22,38,大凉汉骑
5111,小说的2代当然要拿出来打脸啊,clarkluo,2017-02-15,97,
5112,《一代文豪林黛玉》不愧书名中的豪字,广航,2017-02-13,47,"一代文豪林黛玉,圣母,论只有社会主义才能救红楼世界,重生之我为书狂,帝国的良心,文艺大明星,人间无数雨打去,大时代之1983"
5113,求推类似纸上人或者民国之文豪崛起穿越到民国的抄书文,a5224829,2017-02-22,4,
5114,有没有强华夏的双穿文,天无尽藏,2017-02-22,0,
5115,在起点发现了几本不错的幼苗,苏信,2017-02-20,15,"重铸乾坤,一剑天途,最强武者</span><span style=""background-color: initial;"">,穿梭诸天</span><span style=""background-color: initial;"">"
5116,求书名,一辫子蒜999,2017-02-22,0,
5117,求书，有没有主角是光棍大叔的长篇小说,核桃芢,2017-02-21,19,"灭运图录,天庐风云,月落"
5118,这是毒点还是萌点？,家明爱灵静,2017-02-21,11,
5119,《重生完美时代》大概剧情,云中白玉鸟,2017-01-03,46,"向阳花,当你老了,李白,老男孩,重生完美时代,疯狂的硬盘"
5120,关于《流浪仙人》求助！,沧海一霎,2017-02-21,6,
5121,今天看书发现一个奇怪的梗,汤圆水饺zZ,2017-02-21,58,
5122,发错编辑,维，稳,2017-02-21,20,穿越时空的蝴蝶
5123,从顾道长生的制香说起,老D,2017-02-18,26,仙宝
5124,求书 有没有群穿到台湾的小说,shangke1988,2017-02-20,13,"迷失在一六二九,一六二二,1627崛起南海,铁幕降临,我们的1649,临高启明,迷失在1649,我们的1654"
5125,（转）职业炒楼客评《临高启明》,theled,2017-02-06,72,临高启明
